rank	url	error	detail
1152	https://www.zhihu.com/question/1979498490276103776/answer/1980217966848148567	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/1980217966848148567?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1153	https://www.zhihu.com/question/392371737/answer/2763169302	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/2763169302?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1154	https://www.zhihu.com/question/509379681/answer/2295154262	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/2295154262?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1155	https://www.zhihu.com/question/450968446/answer/2008199150	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/2008199150?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1156	https://www.zhihu.com/question/1165783650/answer/22664381497	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/22664381497?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1157	https://www.zhihu.com/question/419191570/answer/3529766161	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/3529766161?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1158	https://www.zhihu.com/question/1165783650/answer/20261829501	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/20261829501?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1159	https://www.zhihu.com/question/612447593/answer/3521383946	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/3521383946?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1160	https://www.zhihu.com/question/450657566/answer/1793481860	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/1793481860?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1161	https://www.zhihu.com/question/442611166/answer/1712642490	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/1712642490?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1162	https://www.zhihu.com/question/645024124/answer/3403995043	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/3403995043?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1163	https://www.zhihu.com/question/46273455/answer/1302367089	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/1302367089?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1164	https://www.zhihu.com/question/276395432/answer/2017586552545486780	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/2017586552545486780?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1165	https://www.zhihu.com/question/9212764571/answer/75879198865	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/75879198865?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1166	https://www.zhihu.com/question/523872145/answer/2505782021	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/2505782021?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1167	https://www.zhihu.com/question/400710475/answer/2684615267	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/2684615267?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1168	https://www.zhihu.com/question/51785955/answer/45580784921	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/45580784921?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1169	https://www.zhihu.com/question/1911353758262223393/answer/1923003104716103836	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/1923003104716103836?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1170	https://www.zhihu.com/question/621951562/answer/2032947955506881262	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/2032947955506881262?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1171	https://www.zhihu.com/question/653720206/answer/5372840068	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/5372840068?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1172	https://www.zhihu.com/question/589713141/answer/2939061648	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/2939061648?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1173	https://www.zhihu.com/question/589713141/answer/2939298822	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/2939298822?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1174	https://www.zhihu.com/question/589713141/answer/2940567099	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/2940567099?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1175	https://www.zhihu.com/question/348477126/answer/3530470020	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/3530470020?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1176	https://www.zhihu.com/question/489895211/answer/2017906841494004258	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/2017906841494004258?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1177	https://www.zhihu.com/question/625401000/answer/3247984812	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/3247984812?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1178	https://www.zhihu.com/question/450657566/answer/3293583549	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/3293583549?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1179	https://www.zhihu.com/question/2033139291786826615/answer/2033511350618548053	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/2033511350618548053?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1180	https://www.zhihu.com/question/622591887/answer/1991233657785050077	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/1991233657785050077?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1181	https://www.zhihu.com/question/1891128596489303150/answer/1892898554508461515	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/1892898554508461515?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1182	https://www.zhihu.com/question/1907335177899868497/answer/1924810316862174901	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/1924810316862174901?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1183	https://www.zhihu.com/question/1974445231194805535/answer/2017640446994686786	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/2017640446994686786?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1184	https://www.zhihu.com/question/489895211/answer/2554867978	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/2554867978?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1185	https://www.zhihu.com/question/439600059/answer/1814655877	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/1814655877?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1186	https://www.zhihu.com/question/638245450/answer/1974127037028532405	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/1974127037028532405?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1187	https://www.zhihu.com/question/357423583/answer/1920116904053417734	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/1920116904053417734?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1188	https://www.zhihu.com/question/453317075/answer/91740347796	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/91740347796?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1189	https://www.zhihu.com/question/4605623690/answer/36859069826	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/36859069826?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1190	https://www.zhihu.com/question/3912821546/answer/29984225903	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/29984225903?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1191	https://www.zhihu.com/question/528799544/answer/3226181162	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/3226181162?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1192	https://www.zhihu.com/question/528799544/answer/3368953455	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/3368953455?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
1193	https://www.zhihu.com/question/625075406/answer/3241551719	HTTPError	403 Client Error: Forbidden for url: https://www.zhihu.com/api/v4/answers/3241551719?include=content,voteup_count,comment_count,created_time,updated_time,excerpt,question,author
